Season Start,Year,League,Team (Short),Team (Full),Division,DivWin,WCWin,LgWin,WSWin,G,W,L,RS,AB,H,2B,3B,HR,BB,SO,SB,CS,RA,ER,ERA,CG,SHO,SV
4/1/2005,2005,AL,NYA,New York Yankees,E,Y,N,N,N,162,95,67,886,5624,1552,259,16,229,637,989,84,27,789,718,4.52,8,14,46
4/1/2005,2005,NL,NYN,New York Mets,E,N,N,N,N,162,83,79,722,5505,1421,279,32,175,486,1075,153,40,648,599,3.76,8,11,38
4/1/2005,2005,AL,OAK,Oakland Athletics,W,N,N,N,N,162,88,74,772,5627,1476,310,20,155,537,819,31,22,658,594,3.69,9,12,38
4/1/2005,2005,NL,PHI,Philadelphia Phillies,E,N,N,N,N,162,88,74,807,5542,1494,282,35,167,639,1083,116,27,726,672,4.21,4,6,40
4/1/2005,2005,NL,PIT,Pittsburgh Pirates,C,N,N,N,N,162,67,95,680,5573,1445,292,38,139,471,1092,73,30,769,706,4.42,4,14,35
4/1/2005,2005,NL,SDN,San Diego Padres,W,Y,N,N,N,162,82,80,684,5502,1416,269,39,130,600,977,99,44,726,668,4.13,4,8,45
4/1/2005,2005,AL,SEA,Seattle Mariners,W,N,N,N,N,162,69,93,699,5507,1408,289,34,130,466,986,102,47,751,712,4.49,6,7,39
4/1/2005,2005,NL,SFN,San Francisco Giants,W,N,N,N,N,162,75,87,649,5462,1427,299,26,128,431,901,71,35,745,695,4.33,4,8,46
4/1/2005,2005,NL,SLN,St. Louis Cardinals,C,Y,N,N,N,162,100,62,805,5538,1494,287,26,170,534,947,83,36,634,560,3.49,15,14,48
4/1/2005,2005,AL,TBA,Tampa Bay Devil Rays,E,N,N,N,N,162,67,95,750,5552,1519,289,40,157,412,990,151,49,936,851,5.39,1,4,43
4/1/2005,2005,AL,TEX,Texas Rangers,W,N,N,N,N,162,79,83,865,5716,1528,311,29,260,495,1112,67,15,858,794,4.96,2,6,46
4/1/2005,2005,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,80,82,775,5581,1480,307,39,136,486,955,72,35,705,653,4.06,9,8,35
4/1/2005,2005,NL,WAS,Washington Nationals,E,N,N,N,N,162,81,81,639,5426,1367,311,32,117,491,1090,45,45,673,627,3.87,4,9,51
4/1/2006,2006,NL,ARI,Arizona Diamondbacks,W,N,N,N,N,162,76,86,773,5645,1506,331,38,160,504,965,76,30,788,727,4.48,8,9,34
4/1/2006,2006,NL,ATL,Atlanta Braves,E,N,N,N,N,162,79,83,849,5583,1510,312,26,222,526,1169,52,35,805,736,4.6,6,6,38
4/1/2006,2006,AL,BAL,Baltimore Orioles,E,N,N,N,N,162,70,92,768,5610,1556,288,20,164,474,878,121,32,899,843,5.35,5,9,35
4/1/2006,2006,AL,BOS,Boston Red Sox,E,N,N,N,N,162,86,76,820,5619,1510,327,16,192,672,1056,51,23,825,773,4.83,3,6,46
4/1/2006,2006,AL,CHA,Chicago White Sox,C,N,N,N,N,162,90,72,868,5657,1586,291,20,236,502,1056,93,48,794,743,4.61,5,11,46
4/1/2006,2006,NL,CHN,Chicago Cubs,C,N,N,N,N,162,66,96,716,5587,1496,271,46,166,395,928,121,49,834,758,4.74,2,7,29
4/1/2006,2006,NL,CIN,Cincinnati Reds,C,N,N,N,N,162,80,82,749,5515,1419,291,12,217,614,1192,124,33,801,725,4.51,9,10,36
4/1/2006,2006,AL,CLE,Cleveland Indians,C,N,N,N,N,162,78,84,870,5619,1576,351,27,196,556,1204,55,23,782,698,4.41,13,13,24
4/1/2006,2006,NL,COL,Colorado Rockies,W,N,N,N,N,162,76,86,813,5562,1504,325,54,157,561,1108,85,50,812,749,4.66,5,8,34
4/1/2006,2006,AL,DET,Detroit Tigers,C,N,Y,Y,N,162,95,67,822,5642,1548,294,40,203,430,1133,60,40,675,618,3.84,3,16,46
4/1/2006,2006,NL,FLO,Florida Marlins,E,N,N,N,N,162,78,84,758,5502,1454,309,42,182,497,1249,110,58,772,696,4.37,6,6,41
4/1/2006,2006,NL,HOU,Houston Astros,C,N,N,N,N,162,82,80,735,5521,1407,275,27,174,585,1076,79,36,719,666,4.08,5,12,42
4/1/2006,2006,AL,KCA,Kansas City Royals,C,N,N,N,N,162,62,100,757,5589,1515,335,37,124,474,1040,65,34,971,896,5.65,3,5,35
4/1/2006,2006,AL,LAA,Los Angeles Angels of Anaheim,W,N,N,N,N,162,89,73,766,5609,1539,309,29,159,486,914,148,57,732,652,4.04,5,12,50
4/1/2006,2006,NL,LAN,Los Angeles Dodgers,W,N,Y,N,N,162,88,74,820,5628,1552,307,58,153,601,959,128,49,751,686,4.23,1,10,40
4/1/2006,2006,NL,MIL,Milwaukee Brewers,C,N,N,N,N,162,75,87,730,5433,1400,301,20,180,502,1233,71,37,833,763,4.82,7,8,43
4/1/2006,2006,AL,MIN,Minnesota Twins,C,Y,N,N,N,162,96,66,801,5602,1608,275,34,143,490,872,101,42,683,632,3.95,1,6,40
4/1/2006,2006,AL,NYA,New York Yankees,E,Y,N,N,N,162,97,65,930,5651,1608,327,21,210,649,1053,139,35,767,708,4.41,5,8,43
4/1/2006,2006,NL,NYN,New York Mets,E,Y,N,N,N,162,97,65,834,5558,1469,323,41,200,547,1071,146,35,731,673,4.14,5,12,43
4/1/2006,2006,AL,OAK,Oakland Athletics,W,Y,N,N,N,162,93,69,771,5500,1429,266,22,175,650,976,61,20,727,679,4.21,5,11,54
4/1/2006,2006,NL,PHI,Philadelphia Phillies,E,N,N,N,N,162,85,77,865,5687,1518,294,41,216,626,1203,92,25,812,747,4.6,4,6,42
4/1/2006,2006,NL,PIT,Pittsburgh Pirates,C,N,N,N,N,162,67,95,691,5558,1462,286,17,141,459,1200,68,23,797,720,4.52,2,10,39
4/1/2006,2006,NL,SDN,San Diego Padres,W,Y,N,N,N,162,88,74,731,5576,1465,298,38,161,564,1104,123,31,679,629,3.87,4,11,50
4/1/2006,2006,AL,SEA,Seattle Mariners,W,N,N,N,N,162,78,84,756,5670,1540,266,42,172,404,974,106,37,792,739,4.6,6,6,47
4/1/2006,2006,NL,SFN,San Francisco Giants,W,N,N,N,N,161,76,85,746,5472,1418,297,52,163,494,891,58,25,790,735,4.63,7,9,37
4/1/2006,2006,NL,SLN,St. Louis Cardinals,C,Y,N,Y,Y,161,83,78,781,5522,1484,292,27,184,531,922,59,32,762,721,4.54,6,9,38
4/1/2006,2006,AL,TBA,Tampa Bay Devil Rays,E,N,N,N,N,162,61,101,689,5474,1395,267,33,190,441,1106,134,52,856,782,4.96,3,7,33
4/1/2006,2006,AL,TEX,Texas Rangers,W,N,N,N,N,162,80,82,835,5659,1571,357,23,183,505,1061,53,24,784,731,4.6,3,8,42
4/1/2006,2006,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,87,75,809,5596,1591,348,27,199,514,906,65,33,754,694,4.37,6,6,42
4/1/2006,2006,NL,WAS,Washington Nationals,E,N,N,N,N,162,71,91,746,5495,1437,322,22,164,594,1156,123,62,872,803,5.03,1,3,32
4/1/2007,2007,NL,ARI,Arizona Diamondbacks,W,Y,N,N,N,162,90,72,712,5398,1350,286,40,171,532,1111,109,24,732,662,4.13,7,12,51
4/1/2007,2007,NL,ATL,Atlanta Braves,E,N,N,N,N,162,84,78,810,5689,1562,328,27,176,534,1149,64,30,733,665,4.11,1,6,36
4/1/2007,2007,AL,BAL,Baltimore Orioles,E,N,N,N,N,162,69,93,756,5631,1529,306,30,142,500,939,144,42,868,827,5.17,4,9,30
4/1/2007,2007,AL,BOS,Boston Red Sox,E,Y,N,Y,Y,162,96,66,867,5589,1561,352,35,166,689,1042,96,24,657,618,3.87,5,13,45
4/1/2007,2007,AL,CHA,Chicago White Sox,C,N,N,N,N,162,72,90,693,5441,1341,249,20,190,532,1149,78,45,839,763,4.77,9,9,42
4/1/2007,2007,NL,CHN,Chicago Cubs,C,Y,N,N,N,162,85,77,752,5643,1530,340,28,151,500,1054,86,33,690,650,4.04,2,10,39
4/1/2007,2007,NL,CIN,Cincinnati Reds,C,N,N,N,N,162,72,90,783,5607,1496,293,23,204,536,1113,97,31,853,796,4.94,6,7,34
4/1/2007,2007,AL,CLE,Cleveland Indians,C,Y,N,N,N,162,96,66,811,5604,1504,305,27,178,590,1202,72,41,704,658,4.05,9,9,49
4/1/2007,2007,NL,COL,Colorado Rockies,W,N,Y,Y,N,163,90,73,860,5691,1591,313,36,171,622,1152,100,31,758,706,4.32,4,7,39
4/1/2007,2007,AL,DET,Detroit Tigers,C,N,N,N,N,162,88,74,887,5757,1652,352,50,177,474,1054,103,30,797,735,4.57,1,9,44
4/1/2007,2007,NL,FLO,Florida Marlins,E,N,N,N,N,162,71,91,790,5627,1504,340,38,201,521,1332,105,34,891,793,4.94,0,4,40
4/1/2007,2007,NL,HOU,Houston Astros,C,N,N,N,N,162,73,89,723,5605,1457,293,30,167,547,1043,65,33,813,761,4.68,2,6,38
4/1/2007,2007,AL,KCA,Kansas City Royals,C,N,N,N,N,162,69,93,706,5534,1447,300,46,102,428,1069,78,44,778,716,4.48,2,6,36
4/1/2007,2007,AL,LAA,Los Angeles Angels of Anaheim,W,Y,N,N,N,162,94,68,822,5554,1578,324,23,123,507,883,139,55,731,674,4.23,5,9,43
4/1/2007,2007,NL,LAN,Los Angeles Dodgers,W,N,N,N,N,162,82,80,735,5614,1544,276,35,129,511,864,137,50,727,677,4.2,4,6,43
4/1/2007,2007,NL,MIL,Milwaukee Brewers,C,N,N,N,N,162,83,79,801,5554,1455,310,37,231,501,1137,96,32,776,708,4.41,3,6,49
4/1/2007,2007,AL,MIN,Minnesota Twins,C,N,N,N,N,162,79,83,718,5522,1460,273,36,118,512,839,112,30,725,663,4.15,5,8,38
4/1/2007,2007,AL,NYA,New York Yankees,E,N,Y,N,N,162,94,68,968,5717,1656,326,32,201,637,991,123,40,777,724,4.49,1,5,34
4/1/2007,2007,NL,NYN,New York Mets,E,N,N,N,N,162,88,74,804,5605,1543,294,27,177,549,981,200,46,750,687,4.26,2,10,39
4/1/2007,2007,AL,OAK,Oakland Athletics,W,N,N,N,N,162,76,86,741,5577,1430,295,16,171,664,1119,52,20,758,689,4.28,4,9,36
4/1/2007,2007,NL,PHI,Philadelphia Phillies,E,Y,N,N,N,162,89,73,892,5688,1558,326,41,213,641,1205,138,19,821,767,4.73,5,5,42
4/1/2007,2007,NL,PIT,Pittsburgh Pirates,C,N,N,N,N,162,68,94,724,5569,1463,322,31,148,463,1135,68,30,846,793,4.93,4,5,32
4/1/2007,2007,NL,SDN,San Diego Padres,W,N,N,N,N,163,89,74,741,5612,1408,322,31,171,557,1229,55,24,666,611,3.7,1,20,45
4/1/2007,2007,AL,SEA,Seattle Mariners,W,N,N,N,N,162,88,74,794,5684,1629,284,22,153,389,861,81,30,813,754,4.73,6,12,43
4/1/2007,2007,NL,SFN,San Francisco Giants,W,N,N,N,N,162,71,91,683,5538,1407,267,37,131,532,907,119,33,720,677,4.19,5,10,37
4/1/2007,2007,NL,SLN,St. Louis Cardinals,C,N,N,N,N,162,78,84,725,5529,1513,279,13,141,506,909,56,33,829,741,4.65,2,8,34
4/1/2007,2007,AL,TBA,Tampa Bay Devil Rays,E,N,N,N,N,162,66,96,782,5593,1500,291,36,187,545,1324,131,48,944,879,5.53,2,2,28
4/1/2007,2007,AL,TEX,Texas Rangers,W,N,N,N,N,162,75,87,816,5555,1460,298,36,179,503,1224,88,25,844,755,4.75,0,6,42
4/1/2007,2007,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,83,79,753,5536,1434,344,24,165,533,1044,57,22,699,644,4,11,9,44
4/1/2007,2007,NL,WAS,Washington Nationals,E,N,N,N,N,162,73,89,673,5520,1415,309,31,123,524,1128,69,23,783,736,4.58,0,6,46
4/1/2008,2008,NL,ARI,Arizona Diamondbacks,W,N,N,N,N,162,82,80,720,5409,1355,318,47,159,587,1287,58,23,706,635,3.98,6,9,39
4/1/2008,2008,NL,ATL,Atlanta Braves,E,N,N,N,N,162,72,90,753,5604,1514,316,33,130,618,1023,58,27,778,714,4.46,2,7,26
4/1/2008,2008,AL,BAL,Baltimore Orioles,E,N,N,N,N,161,68,93,782,5559,1486,322,30,172,533,990,81,37,869,810,5.13,4,4,35
4/1/2008,2008,AL,BOS,Boston Red Sox,E,N,Y,N,N,162,95,67,845,5596,1565,353,33,173,646,1068,120,35,694,645,4.01,5,16,47
4/1/2008,2008,AL,CHA,Chicago White Sox,C,Y,N,N,N,163,89,74,811,5553,1458,296,13,235,540,1016,67,34,729,658,4.06,4,10,34
4/1/2008,2008,NL,CHN,Chicago Cubs,C,Y,N,N,N,161,97,64,855,5588,1552,329,21,184,636,1186,87,34,671,624,3.87,2,8,44
4/1/2008,2008,NL,CIN,Cincinnati Reds,C,N,N,N,N,162,74,88,704,5465,1351,269,24,187,560,1125,85,47,800,729,4.55,2,6,34
4/1/2008,2008,AL,CLE,Cleveland Indians,C,N,N,N,N,162,81,81,805,5543,1455,339,22,171,560,1213,77,29,761,711,4.45,10,13,31
4/1/2008,2008,NL,COL,Colorado Rockies,W,N,N,N,N,162,74,88,747,5557,1462,310,28,160,570,1209,141,37,822,766,4.77,3,8,36
4/1/2008,2008,AL,DET,Detroit Tigers,C,N,N,N,N,162,74,88,821,5641,1529,293,41,200,572,1076,63,31,857,786,4.9,1,2,34
4/1/2008,2008,NL,FLO,Florida Marlins,E,N,N,N,N,161,84,77,770,5499,1397,302,28,208,543,1371,76,28,767,707,4.43,2,8,36
4/1/2008,2008,NL,HOU,Houston Astros,C,N,N,N,N,161,86,75,712,5451,1432,284,22,167,449,1051,114,52,743,691,4.36,4,13,48
4/1/2008,2008,AL,KCA,Kansas City Royals,C,N,N,N,N,162,75,87,691,5608,1507,303,28,120,392,1005,79,38,781,720,4.48,2,8,44
4/1/2008,2008,AL,LAA,Los Angeles Angels of Anaheim,W,Y,N,N,N,162,100,62,765,5540,1486,274,25,159,481,987,129,48,697,644,3.99,7,10,66
4/1/2008,2008,NL,LAN,Los Angeles Dodgers,W,Y,N,N,N,162,84,78,700,5506,1455,271,29,137,543,1032,126,43,648,591,3.68,5,11,35
4/1/2008,2008,NL,MIL,Milwaukee Brewers,C,N,Y,N,N,162,90,72,750,5535,1398,324,35,198,550,1203,108,38,689,623,3.85,12,10,45
4/1/2008,2008,AL,MIN,Minnesota Twins,C,N,N,N,N,163,88,75,829,5641,1572,298,49,111,529,979,102,42,745,675,4.16,5,10,42
4/1/2008,2008,AL,NYA,New York Yankees,E,N,N,N,N,162,89,73,789,5572,1512,289,20,180,535,1015,118,39,727,685,4.28,1,11,42
4/1/2008,2008,NL,NYN,New York Mets,E,N,N,N,N,162,89,73,799,5606,1491,274,38,172,619,1024,138,36,715,662,4.07,5,12,43
4/1/2008,2008,AL,OAK,Oakland Athletics,W,N,N,N,N,161,75,86,646,5451,1318,270,23,125,574,1226,88,21,690,640,4.01,4,7,33
4/1/2008,2008,NL,PHI,Philadelphia Phillies,E,Y,N,Y,Y,162,92,70,799,5509,1407,291,36,214,586,1117,136,25,680,625,3.88,4,11,47
4/1/2008,2008,NL,PIT,Pittsburgh Pirates,C,N,N,N,N,162,67,95,735,5628,1454,314,21,153,474,1039,57,19,884,822,5.08,3,7,34
4/1/2008,2008,NL,SDN,San Diego Padres,W,N,N,N,N,162,63,99,637,5568,1390,264,27,154,518,1259,36,17,764,714,4.41,3,6,30
4/1/2008,2008,AL,SEA,Seattle Mariners,W,N,N,N,N,162,61,101,671,5643,1498,285,20,124,417,890,90,32,811,754,4.73,4,4,36
4/1/2008,2008,NL,SFN,San Francisco Giants,W,N,N,N,N,162,72,90,640,5543,1452,311,37,94,452,1044,108,46,759,701,4.38,4,12,41
4/1/2008,2008,NL,SLN,St. Louis Cardinals,C,N,N,N,N,162,86,76,779,5636,1585,283,26,174,577,985,73,32,725,677,4.19,2,7,42
4/1/2008,2008,AL,TBA,Tampa Bay Rays,E,Y,N,Y,N,162,97,65,774,5541,1443,284,37,180,626,1224,142,50,671,618,3.82,7,12,52
4/1/2008,2008,AL,TEX,Texas Rangers,W,N,N,N,N,162,79,83,901,5728,1619,376,35,194,595,1207,81,25,967,860,5.37,6,8,36
4/1/2008,2008,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,86,76,714,5503,1453,303,32,126,521,938,80,27,610,561,3.49,15,13,44
4/1/2008,2008,NL,WAS,Washington Nationals,E,N,N,N,N,161,59,102,641,5491,1376,269,26,117,534,1095,81,43,825,742,4.66,2,8,28
4/1/2009,2009,NL,ARI,Arizona Diamondbacks,W,N,N,N,N,162,70,92,720,5565,1408,307,45,173,571,1298,102,40,782,711,4.42,4,12,36
4/1/2009,2009,NL,ATL,Atlanta Braves,E,N,N,N,N,162,86,76,735,5539,1459,300,20,149,602,1064,58,26,641,581,3.57,3,10,38
4/1/2009,2009,AL,BAL,Baltimore Orioles,E,N,N,N,N,162,64,98,741,5618,1508,307,19,160,517,1013,76,37,876,817,5.15,2,3,31
4/1/2009,2009,AL,BOS,Boston Red Sox,E,N,Y,N,N,162,95,67,872,5543,1495,335,25,212,659,1120,126,39,736,695,4.35,8,11,41
4/1/2009,2009,AL,CHA,Chicago White Sox,C,N,N,N,N,162,79,83,724,5463,1410,246,20,184,534,1022,113,49,732,663,4.14,4,11,36
4/1/2009,2009,NL,CHN,Chicago Cubs,C,N,N,N,N,161,83,78,707,5486,1398,293,29,161,592,1185,56,34,672,616,3.84,3,8,40
4/1/2009,2009,NL,CIN,Cincinnati Reds,C,N,N,N,N,162,78,84,673,5462,1349,280,25,158,531,1129,96,40,723,677,4.18,6,12,41
4/1/2009,2009,AL,CLE,Cleveland Indians,C,N,N,N,N,162,65,97,773,5568,1468,314,28,161,582,1211,84,31,865,806,5.06,5,6,25
4/1/2009,2009,NL,COL,Colorado Rockies,W,N,Y,N,N,162,92,70,804,5398,1408,300,50,190,660,1277,106,55,715,675,4.22,5,7,45
4/1/2009,2009,AL,DET,Detroit Tigers,C,N,N,N,N,163,86,77,743,5540,1443,245,35,183,540,1114,72,33,745,690,4.29,4,9,42
4/1/2009,2009,NL,FLO,Florida Marlins,E,N,N,N,N,162,87,75,772,5572,1493,296,25,159,568,1226,75,35,766,690,4.29,5,5,45
4/1/2009,2009,NL,HOU,Houston Astros,C,N,N,N,N,162,74,88,643,5436,1415,270,32,142,448,990,113,44,770,722,4.54,5,10,39
4/1/2009,2009,AL,KCA,Kansas City Royals,C,N,N,N,N,162,65,97,686,5532,1432,276,51,144,457,1091,88,29,842,765,4.83,10,9,34
4/1/2009,2009,AL,LAA,Los Angeles Angels of Anaheim,W,Y,N,N,N,162,97,65,883,5622,1604,293,33,173,547,1054,148,63,761,715,4.45,9,13,51
4/1/2009,2009,NL,LAN,Los Angeles Dodgers,W,Y,N,N,N,162,95,67,780,5592,1511,278,39,145,607,1068,116,48,611,558,3.41,1,9,44
4/1/2009,2009,NL,MIL,Milwaukee Brewers,C,N,N,N,N,162,80,82,785,5510,1447,281,37,182,610,1231,68,37,818,770,4.83,1,8,44
4/1/2009,2009,AL,MIN,Minnesota Twins,C,Y,N,N,N,163,87,76,817,5608,1539,271,40,172,585,1021,85,32,765,726,4.5,4,7,48
4/1/2009,2009,AL,NYA,New York Yankees,E,Y,N,Y,Y,162,103,59,915,5660,1604,325,21,244,663,1014,111,28,753,687,4.26,3,8,51
4/1/2009,2009,NL,NYN,New York Mets,E,N,N,N,N,162,70,92,671,5453,1472,295,49,95,526,928,122,44,757,705,4.45,3,12,39
4/1/2009,2009,AL,OAK,Oakland Athletics,W,N,N,N,N,162,75,87,759,5584,1464,307,21,135,527,1046,133,48,761,685,4.26,2,10,38
4/1/2009,2009,NL,PHI,Philadelphia Phillies,E,Y,N,Y,N,162,93,69,820,5578,1439,312,35,224,589,1155,119,28,709,673,4.16,8,9,44
4/1/2009,2009,NL,PIT,Pittsburgh Pirates,C,N,N,N,N,161,62,99,636,5417,1364,289,34,125,499,1142,90,32,768,723,4.59,5,7,28
4/1/2009,2009,NL,SDN,San Diego Padres,W,N,N,N,N,162,75,87,638,5425,1315,265,31,141,586,1182,82,29,769,704,4.37,2,9,45
4/1/2009,2009,AL,SEA,Seattle Mariners,W,N,N,N,N,162,85,77,640,5543,1430,280,19,160,421,1093,89,33,692,625,3.87,4,10,49
4/1/2009,2009,NL,SFN,San Francisco Giants,W,N,N,N,N,162,88,74,657,5493,1411,275,43,122,392,1158,78,28,611,571,3.55,11,18,41
4/1/2009,2009,NL,SLN,St. Louis Cardinals,C,Y,N,N,N,162,91,71,730,5465,1436,294,29,160,528,1041,75,31,640,586,3.66,8,11,43
4/1/2009,2009,AL,TBA,Tampa Bay Rays,E,N,N,N,N,162,84,78,803,5462,1434,297,36,199,642,1229,194,61,754,686,4.33,3,5,41
4/1/2009,2009,AL,TEX,Texas Rangers,W,N,N,N,N,162,87,75,784,5526,1436,296,27,224,472,1253,149,36,740,698,4.38,8,11,45
4/1/2009,2009,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,75,87,798,5696,1516,339,13,209,548,1028,73,23,771,720,4.47,10,10,25
4/1/2009,2009,NL,WAS,Washington Nationals,E,N,N,N,N,162,59,103,710,5493,1416,271,38,156,617,1208,73,40,874,791,5,6,3,33
4/1/2010,2010,NL,ARI,Arizona Diamondbacks,W,N,N,N,N,162,65,97,713,5473,1366,301,34,180,589,1529,86,41,836,765,4.81,3,3,35
4/1/2010,2010,NL,ATL,Atlanta Braves,E,N,Y,N,N,162,91,71,738,5463,1411,312,25,139,634,1140,63,29,629,569,3.56,2,9,41
4/1/2010,2010,AL,BAL,Baltimore Orioles,E,N,N,N,N,162,66,96,613,5554,1440,264,21,133,424,1056,76,34,785,733,4.59,3,7,35
4/1/2010,2010,AL,BOS,Boston Red Sox,E,N,N,N,N,162,89,73,818,5646,1511,358,22,211,587,1140,68,17,744,679,4.2,3,9,44
4/1/2010,2010,AL,CHA,Chicago White Sox,C,N,N,N,N,162,88,74,752,5484,1467,263,21,177,467,922,160,74,704,658,4.09,6,11,43
4/1/2010,2010,NL,CHN,Chicago Cubs,C,N,N,N,N,162,75,87,685,5512,1414,298,27,149,479,1236,55,31,767,668,4.18,1,14,40
4/1/2010,2010,NL,CIN,Cincinnati Reds,C,Y,N,N,N,162,91,71,790,5579,1515,293,30,188,522,1218,93,43,685,648,4.01,4,9,43
4/1/2010,2010,AL,CLE,Cleveland Indians,C,N,N,N,N,162,69,93,646,5487,1362,290,20,128,545,1184,91,33,752,684,4.3,10,4,34
4/1/2010,2010,NL,COL,Colorado Rockies,W,N,N,N,N,162,83,79,770,5530,1452,270,54,173,585,1274,99,41,717,663,4.14,6,12,35
4/1/2010,2010,AL,DET,Detroit Tigers,C,N,N,N,N,162,81,81,751,5643,1515,308,32,152,546,1147,69,30,743,690,4.3,6,5,32
4/1/2010,2010,NL,FLO,Florida Marlins,E,N,N,N,N,162,80,82,719,5531,1403,294,37,152,514,1375,92,26,717,652,4.08,5,17,39
4/1/2010,2010,NL,HOU,Houston Astros,C,N,N,N,N,162,76,86,611,5452,1348,252,25,108,415,1025,100,36,729,654,4.09,4,11,45
4/1/2010,2010,AL,KCA,Kansas City Royals,C,N,N,N,N,162,67,95,676,5604,1534,279,31,121,471,905,115,50,845,794,4.97,7,3,44
4/1/2010,2010,AL,LAA,Los Angeles Angels of Anaheim,W,N,N,N,N,162,80,82,681,5488,1363,276,19,155,466,1070,104,52,702,651,4.04,10,9,39
4/1/2010,2010,NL,LAN,Los Angeles Dodgers,W,N,N,N,N,162,80,82,667,5426,1368,270,29,120,533,1184,92,50,692,643,4.01,4,16,41
4/1/2010,2010,NL,MIL,Milwaukee Brewers,C,N,N,N,N,162,77,85,750,5606,1471,293,33,182,546,1216,81,26,804,733,4.58,3,7,35
4/1/2010,2010,AL,MIN,Minnesota Twins,C,Y,N,N,N,162,94,68,781,5568,1521,318,41,142,559,967,68,28,671,638,3.95,9,13,40
4/1/2010,2010,AL,NYA,New York Yankees,E,N,Y,N,N,162,95,67,859,5567,1485,275,32,201,662,1136,103,30,693,651,4.06,3,8,39
4/1/2010,2010,NL,NYN,New York Mets,E,N,N,N,N,162,79,83,656,5465,1361,266,40,128,502,1095,130,44,652,597,3.7,8,19,36
4/1/2010,2010,AL,OAK,Oakland Athletics,W,N,N,N,N,162,81,81,663,5448,1396,276,30,109,527,1061,156,38,626,566,3.56,7,17,38
4/1/2010,2010,NL,PHI,Philadelphia Phillies,E,Y,N,N,N,162,97,65,772,5581,1451,290,34,166,560,1064,108,21,640,594,3.67,14,21,40
4/1/2010,2010,NL,PIT,Pittsburgh Pirates,C,N,N,N,N,162,57,105,587,5386,1303,276,27,126,463,1207,87,36,866,784,5,1,6,31
4/1/2010,2010,NL,SDN,San Diego Padres,W,N,N,N,N,162,90,72,665,5434,1338,236,24,132,538,1183,124,50,581,549,3.39,2,20,49
