Season Start,Year,League,Team (Short),Team (Full),Division,DivWin,WCWin,LgWin,WSWin,G,W,L,RS,AB,H,2B,3B,HR,BB,SO,SB,CS,RA,ER,ERA,CG,SHO,SV
4/1/2010,2010,AL,SEA,Seattle Mariners,W,N,N,N,N,162,61,101,513,5409,1274,227,16,101,459,1184,142,39,698,628,3.93,11,10,38
4/1/2010,2010,NL,SFN,San Francisco Giants,W,Y,N,Y,Y,162,92,70,697,5488,1411,284,30,162,487,1099,55,32,583,546,3.36,6,17,57
4/1/2010,2010,NL,SLN,St. Louis Cardinals,C,N,N,N,N,162,86,76,736,5542,1456,285,18,150,541,1027,79,41,641,577,3.57,7,16,32
4/1/2010,2010,AL,TBA,Tampa Bay Rays,E,Y,N,N,N,162,96,66,802,5439,1343,295,37,160,672,1292,172,47,649,611,3.78,6,12,51
4/1/2010,2010,AL,TEX,Texas Rangers,W,Y,N,Y,N,162,90,72,787,5635,1556,268,25,162,511,986,123,48,687,636,3.93,7,8,46
4/1/2010,2010,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,85,77,755,5495,1364,319,21,257,471,1164,58,20,728,676,4.22,5,11,45
4/1/2010,2010,NL,WAS,Washington Nationals,E,N,N,N,N,162,69,93,655,5418,1355,250,31,149,503,1220,110,41,742,658,4.13,2,5,37
4/1/2011,2011,NL,ARI,Arizona Diamondbacks,W,Y,N,N,N,162,94,68,731,5421,1357,293,37,172,531,1249,133,55,662,609,3.8,5,12,58
4/1/2011,2011,NL,ATL,Atlanta Braves,E,N,N,N,N,162,89,73,641,5528,1345,244,16,173,504,1260,77,44,605,572,3.48,3,16,52
4/1/2011,2011,AL,BAL,Baltimore Orioles,E,N,N,N,N,162,69,93,708,5585,1434,273,13,191,452,1120,81,25,860,786,4.89,3,7,32
4/1/2011,2011,AL,BOS,Boston Red Sox,E,N,N,N,N,162,90,72,875,5710,1600,352,35,203,578,1108,102,42,737,680,4.2,2,13,36
4/1/2011,2011,AL,CHA,Chicago White Sox,C,N,N,N,N,162,79,83,654,5502,1387,252,16,154,475,989,81,53,706,665,4.1,6,14,42
4/1/2011,2011,NL,CHN,Chicago Cubs,C,N,N,N,N,162,71,91,654,5549,1423,285,36,148,425,1202,69,23,756,690,4.33,4,5,40
4/1/2011,2011,NL,CIN,Cincinnati Reds,C,N,N,N,N,162,79,83,735,5612,1438,264,19,183,535,1250,97,50,720,678,4.16,4,5,39
4/1/2011,2011,AL,CLE,Cleveland Indians,C,N,N,N,N,162,80,82,704,5509,1380,290,26,154,494,1269,89,42,760,683,4.23,2,4,38
4/1/2011,2011,NL,COL,Colorado Rockies,W,N,N,N,N,162,73,89,735,5544,1429,274,40,163,555,1201,118,42,774,713,4.43,5,7,41
4/1/2011,2011,AL,DET,Detroit Tigers,C,Y,N,N,N,162,95,67,787,5563,1540,297,34,169,521,1143,49,20,711,647,4.04,4,14,52
4/1/2011,2011,NL,FLO,Florida Marlins,E,N,N,N,N,162,72,90,625,5508,1358,274,30,149,542,1244,95,41,702,640,3.95,7,11,40
4/1/2011,2011,NL,HOU,Houston Astros,C,N,N,N,N,162,56,106,615,5598,1442,309,28,95,401,1164,118,33,796,719,4.51,2,6,25
4/1/2011,2011,AL,KCA,Kansas City Royals,C,N,N,N,N,162,71,91,730,5672,1560,325,41,129,442,1006,153,58,762,716,4.44,2,6,37
4/1/2011,2011,AL,LAA,Los Angeles Angels of Anaheim,W,N,N,N,N,162,86,76,667,5513,1394,289,34,155,442,1086,135,52,633,581,3.57,12,11,39
4/1/2011,2011,NL,LAN,Los Angeles Dodgers,W,N,N,N,N,161,82,79,644,5436,1395,237,28,117,498,1087,126,40,612,563,3.54,7,17,40
4/1/2011,2011,NL,MIL,Milwaukee Brewers,C,Y,N,N,N,162,96,66,721,5447,1422,276,31,185,481,1083,94,31,638,582,3.63,1,13,47
4/1/2011,2011,AL,MIN,Minnesota Twins,C,N,N,N,N,162,63,99,619,5487,1357,259,25,103,440,1048,92,39,804,724,4.58,7,8,32
4/1/2011,2011,AL,NYA,New York Yankees,E,Y,N,N,N,162,97,65,867,5518,1452,267,33,222,627,1138,147,46,657,605,3.73,5,8,47
4/1/2011,2011,NL,NYN,New York Mets,E,N,N,N,N,162,77,85,718,5600,1477,309,39,108,571,1085,130,35,742,674,4.19,6,9,43
4/1/2011,2011,AL,OAK,Oakland Athletics,W,N,N,N,N,162,74,88,645,5452,1330,280,29,114,509,1094,117,43,679,597,3.71,6,12,39
4/1/2011,2011,NL,PHI,Philadelphia Phillies,E,Y,N,N,N,162,102,60,713,5579,1409,258,38,153,539,1024,96,24,529,495,3.02,18,21,47
4/1/2011,2011,NL,PIT,Pittsburgh Pirates,C,N,N,N,N,162,72,90,610,5421,1325,277,35,107,489,1308,108,52,712,650,4.04,5,11,43
4/1/2011,2011,NL,SDN,San Diego Padres,W,N,N,N,N,162,71,91,593,5417,1284,247,42,91,501,1320,170,44,611,551,3.42,0,10,44
4/1/2011,2011,AL,SEA,Seattle Mariners,W,N,N,N,N,162,67,95,556,5421,1263,253,22,109,435,1280,125,40,675,621,3.9,12,10,39
4/1/2011,2011,NL,SFN,San Francisco Giants,W,N,N,N,N,162,86,76,570,5486,1327,282,24,121,448,1122,85,51,578,522,3.2,3,12,52
4/1/2011,2011,NL,SLN,St. Louis Cardinals,C,N,Y,Y,Y,162,90,72,762,5532,1513,308,22,162,542,978,57,39,692,608,3.74,7,9,47
4/1/2011,2011,AL,TBA,Tampa Bay Rays,E,N,Y,N,N,162,91,71,707,5436,1324,273,37,172,571,1193,155,62,614,577,3.58,15,13,32
4/1/2011,2011,AL,TEX,Texas Rangers,W,Y,N,Y,N,162,96,66,855,5659,1599,310,32,210,475,930,143,45,677,607,3.79,10,19,38
4/1/2011,2011,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,81,81,743,5559,1384,285,34,186,525,1184,131,52,761,700,4.32,7,10,33
4/1/2011,2011,NL,WAS,Washington Nationals,E,N,N,N,N,161,80,81,624,5441,1319,257,22,154,470,1323,106,38,643,577,3.58,3,10,49
4/1/2012,2012,NL,ARI,Arizona Diamondbacks,W,N,N,N,N,162,81,81,734,5462,1416,307,33,165,539,1266,93,51,688,626,3.93,4,9,39
4/1/2012,2012,NL,ATL,Atlanta Braves,E,N,Y,N,N,162,94,68,700,5425,1341,263,30,149,567,1289,101,32,600,549,3.42,5,16,47
4/1/2012,2012,AL,BAL,Baltimore Orioles,E,N,Y,N,N,162,93,69,712,5560,1375,270,16,214,480,1315,58,29,705,642,3.9,1,10,55
4/1/2012,2012,AL,BOS,Boston Red Sox,E,N,N,N,N,162,69,93,734,5604,1459,339,16,165,428,1197,97,31,806,754,4.7,6,4,35
4/1/2012,2012,AL,CHA,Chicago White Sox,C,N,N,N,N,162,85,77,748,5518,1409,228,29,211,461,1203,109,43,676,646,4.02,6,11,37
4/1/2012,2012,NL,CHN,Chicago Cubs,C,N,N,N,N,162,61,101,613,5411,1297,265,36,137,447,1235,94,45,759,708,4.51,1,9,28
4/1/2012,2012,NL,CIN,Cincinnati Reds,C,Y,N,N,N,162,97,65,669,5477,1377,296,30,172,481,1266,87,27,588,540,3.34,9,12,56
4/1/2012,2012,AL,CLE,Cleveland Indians,C,N,N,N,N,162,68,94,667,5525,1385,266,24,136,555,1087,110,44,845,766,4.78,2,6,43
4/1/2012,2012,NL,COL,Colorado Rockies,W,N,N,N,N,162,64,98,758,5577,1526,306,52,166,450,1213,100,40,890,824,5.22,0,7,36
4/1/2012,2012,AL,DET,Detroit Tigers,C,Y,N,Y,N,162,88,74,726,5476,1467,279,39,163,511,1103,59,23,670,596,3.75,9,8,40
4/1/2012,2012,NL,HOU,Houston Astros,C,N,N,N,N,162,55,107,583,5407,1276,238,28,146,463,1365,105,46,794,721,4.56,3,11,31
4/1/2012,2012,AL,KCA,Kansas City Royals,C,N,N,N,N,162,72,90,676,5636,1492,295,37,131,404,1032,132,38,746,693,4.3,2,12,44
4/1/2012,2012,AL,LAA,Los Angeles Angels of Anaheim,W,N,N,N,N,162,89,73,767,5536,1518,273,22,187,449,1113,134,33,699,640,4.02,6,16,38
4/1/2012,2012,NL,LAN,Los Angeles Dodgers,W,N,N,N,N,162,86,76,637,5438,1369,269,23,116,481,1156,104,44,597,538,3.34,2,10,40
4/1/2012,2012,NL,MIA,Miami Marlins,E,N,N,N,N,162,69,93,609,5437,1327,261,39,137,484,1228,149,41,724,655,4.09,5,7,38
4/1/2012,2012,NL,MIL,Milwaukee Brewers,C,N,N,N,N,162,83,79,776,5557,1442,300,39,202,466,1240,158,39,733,682,4.22,0,9,44
4/1/2012,2012,AL,MIN,Minnesota Twins,C,N,N,N,N,162,66,96,701,5562,1448,270,30,131,505,1069,135,37,832,762,4.77,3,6,35
4/1/2012,2012,AL,NYA,New York Yankees,E,Y,N,N,N,162,95,67,804,5524,1462,280,13,245,565,1176,93,27,668,617,3.84,6,9,51
4/1/2012,2012,NL,NYN,New York Mets,E,N,N,N,N,162,74,88,650,5450,1357,286,21,139,503,1250,79,38,709,651,4.09,7,13,36
4/1/2012,2012,AL,OAK,Oakland Athletics,W,Y,N,N,N,162,94,68,713,5527,1315,267,32,195,550,1387,122,32,614,569,3.48,1,13,47
4/1/2012,2012,NL,PHI,Philadelphia Phillies,E,N,N,N,N,162,81,81,684,5544,1414,271,28,158,454,1094,116,23,680,618,3.83,5,11,42
4/1/2012,2012,NL,PIT,Pittsburgh Pirates,C,N,N,N,N,162,79,83,651,5412,1313,241,37,170,444,1354,73,52,674,615,3.86,2,10,45
4/1/2012,2012,NL,SDN,San Diego Padres,W,N,N,N,N,162,76,86,651,5422,1339,272,43,121,539,1238,155,46,710,640,4.01,4,11,43
4/1/2012,2012,AL,SEA,Seattle Mariners,W,N,N,N,N,162,75,87,619,5494,1285,241,27,149,466,1259,104,35,651,608,3.76,8,11,43
4/1/2012,2012,NL,SFN,San Francisco Giants,W,Y,N,Y,Y,162,94,68,718,5558,1495,287,57,103,483,1097,118,39,649,593,3.68,5,14,53
4/1/2012,2012,NL,SLN,St. Louis Cardinals,C,N,Y,N,N,162,88,74,765,5622,1526,290,37,159,533,1192,91,37,648,603,3.71,4,10,42
4/1/2012,2012,AL,TBA,Tampa Bay Rays,E,N,N,N,N,162,90,72,697,5398,1293,250,30,175,571,1323,134,44,577,518,3.19,7,15,50
4/1/2012,2012,AL,TEX,Texas Rangers,W,N,Y,N,N,162,93,69,808,5590,1526,303,32,200,478,1103,91,44,707,639,3.99,7,10,43
4/1/2012,2012,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,73,89,716,5487,1346,247,22,198,473,1251,123,41,784,745,4.64,5,11,29
4/1/2012,2012,NL,WAS,Washington Nationals,E,Y,N,N,N,162,98,64,731,5615,1468,301,25,194,479,1325,105,35,594,543,3.33,3,9,51
4/1/2013,2013,NL,ARI,Arizona Diamondbacks,W,N,N,N,N,162,81,81,685,5676,1468,302,31,130,519,1142,62,41,695,651,3.92,6,7,38
4/1/2013,2013,NL,ATL,Atlanta Braves,E,Y,N,N,N,162,96,66,688,5441,1354,247,21,181,542,1384,64,31,548,512,3.18,1,12,53
4/1/2013,2013,AL,BAL,Baltimore Orioles,E,N,N,N,N,162,85,77,745,5620,1460,298,14,212,416,1125,79,29,709,678,4.2,2,6,57
4/1/2013,2013,AL,BOS,Boston Red Sox,E,Y,N,Y,Y,162,97,65,853,5651,1566,363,29,178,581,1308,123,19,656,613,3.79,5,8,33
4/1/2013,2013,AL,CHA,Chicago White Sox,C,N,N,N,N,162,63,99,598,5563,1385,237,19,148,411,1207,105,42,723,643,3.98,5,5,40
4/1/2013,2013,NL,CHN,Chicago Cubs,C,N,N,N,N,162,66,96,602,5498,1307,297,18,172,439,1230,63,32,689,643,4,3,6,39
4/1/2013,2013,NL,CIN,Cincinnati Reds,C,N,Y,N,N,162,90,72,698,5499,1370,274,20,155,585,1245,67,35,589,554,3.38,5,17,43
4/1/2013,2013,AL,CLE,Cleveland Indians,C,N,Y,N,N,162,92,70,745,5465,1391,290,23,171,562,1283,117,36,662,611,3.82,3,16,38
4/1/2013,2013,NL,COL,Colorado Rockies,W,N,N,N,N,162,74,88,706,5599,1511,283,36,159,427,1204,112,32,760,708,4.44,1,5,35
4/1/2013,2013,AL,DET,Detroit Tigers,C,Y,N,N,N,162,93,69,796,5735,1625,292,23,176,531,1073,35,20,624,587,3.61,3,12,39
4/1/2013,2013,AL,HOU,Houston Astros,W,N,N,N,N,162,51,111,610,5457,1307,266,16,148,426,1535,110,61,848,766,4.79,2,5,32
4/1/2013,2013,AL,KCA,Kansas City Royals,C,N,N,N,N,162,86,76,648,5549,1443,254,34,112,422,1048,153,32,601,555,3.45,5,12,52
4/1/2013,2013,AL,LAA,Los Angeles Angels of Anaheim,W,N,N,N,N,162,78,84,733,5588,1476,270,39,164,523,1221,82,34,737,685,4.23,4,12,41
4/1/2013,2013,NL,LAN,Los Angeles Dodgers,W,Y,N,N,N,162,92,70,649,5491,1447,281,17,138,476,1146,78,28,582,524,3.25,7,22,46
4/1/2013,2013,NL,MIA,Miami Marlins,E,N,N,N,N,162,62,100,513,5449,1257,219,31,95,432,1232,78,29,646,602,3.71,2,13,36
4/1/2013,2013,NL,MIL,Milwaukee Brewers,C,N,N,N,N,162,74,88,640,5474,1381,238,43,157,407,1183,142,50,687,615,3.84,4,15,40
4/1/2013,2013,AL,MIN,Minnesota Twins,C,N,N,N,N,162,66,96,614,5564,1346,285,15,151,533,1430,52,33,788,733,4.55,1,7,40
4/1/2013,2013,AL,NYA,New York Yankees,E,N,N,N,N,162,85,77,650,5449,1321,247,24,144,466,1214,115,31,671,633,3.94,7,10,49
4/1/2013,2013,NL,NYN,New York Mets,E,N,N,N,N,162,74,88,619,5559,1318,263,32,130,512,1384,114,35,684,618,3.77,4,10,40
4/1/2013,2013,AL,OAK,Oakland Athletics,W,Y,N,N,N,162,96,66,767,5521,1403,301,25,186,573,1178,74,28,625,574,3.56,6,13,46
4/1/2013,2013,NL,PHI,Philadelphia Phillies,E,N,N,N,N,162,73,89,610,5456,1355,255,32,140,417,1205,73,29,749,689,4.32,6,3,32
4/1/2013,2013,NL,PIT,Pittsburgh Pirates,C,N,Y,N,N,162,94,68,634,5486,1346,273,35,161,469,1330,94,42,577,533,3.26,3,16,55
4/1/2013,2013,NL,SDN,San Diego Padres,W,N,N,N,N,162,76,86,618,5517,1349,246,26,146,467,1309,118,34,700,643,3.98,3,6,40
4/1/2013,2013,AL,SEA,Seattle Mariners,W,N,N,N,N,162,71,91,624,5558,1318,249,17,188,529,1353,49,23,754,702,4.31,4,14,43
4/1/2013,2013,NL,SFN,San Francisco Giants,W,N,N,N,N,162,76,86,629,5552,1446,280,35,107,469,1078,67,26,691,643,4,2,13,41
4/1/2013,2013,NL,SLN,St. Louis Cardinals,C,Y,N,Y,N,162,97,65,783,5557,1494,322,20,125,481,1110,45,22,596,555,3.42,7,15,44
4/1/2013,2013,AL,TBA,Tampa Bay Rays,E,N,Y,N,N,163,92,71,700,5538,1421,296,23,165,589,1171,73,38,646,608,3.74,9,17,42
4/1/2013,2013,AL,TEX,Texas Rangers,W,N,N,N,N,163,91,72,730,5585,1465,262,23,176,462,1067,149,46,636,589,3.62,4,10,46
4/1/2013,2013,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,74,88,712,5537,1398,273,24,185,510,1123,112,41,756,685,4.25,4,11,39
4/1/2013,2013,NL,WAS,Washington Nationals,E,N,N,N,N,162,86,76,656,5436,1365,259,27,161,464,1192,88,28,626,576,3.59,6,13,47
4/1/2014,2014,NL,ARI,Arizona Diamondbacks,W,N,N,N,N,162,64,98,615,5552,1379,259,47,118,398,1165,86,33,742,683,4.26,2,4,35
4/1/2014,2014,NL,ATL,Atlanta Braves,E,N,N,N,N,162,79,83,573,5468,1316,240,22,123,472,1369,95,33,597,547,3.38,5,13,54
4/1/2014,2014,AL,BAL,Baltimore Orioles,E,Y,N,N,N,162,96,66,705,5596,1434,264,16,211,401,1285,44,20,593,557,3.43,3,13,53
4/1/2014,2014,AL,BOS,Boston Red Sox,E,N,N,N,N,162,71,91,634,5551,1355,282,20,123,535,1337,63,25,715,653,4.01,3,7,36
4/1/2014,2014,AL,CHA,Chicago White Sox,C,N,N,N,N,162,73,89,660,5543,1400,279,32,155,417,1362,85,36,758,687,4.29,3,6,36
4/1/2014,2014,NL,CHN,Chicago Cubs,C,N,N,N,N,162,73,89,614,5508,1315,270,31,157,442,1477,65,40,707,636,3.91,1,11,37
4/1/2014,2014,NL,CIN,Cincinnati Reds,C,N,N,N,N,162,76,86,595,5395,1282,254,20,131,415,1252,122,52,612,576,3.59,5,13,44
4/1/2014,2014,AL,CLE,Cleveland Indians,C,N,N,N,N,162,85,77,669,5575,1411,284,23,142,504,1189,104,27,653,581,3.56,6,15,40
4/1/2014,2014,NL,COL,Colorado Rockies,W,N,N,N,N,162,66,96,755,5612,1551,307,41,186,397,1281,85,48,818,770,4.84,1,4,24
4/1/2014,2014,AL,DET,Detroit Tigers,C,Y,N,N,N,162,90,72,757,5630,1557,325,26,155,443,1144,106,41,705,648,4.01,5,8,41
4/1/2014,2014,AL,HOU,Houston Astros,W,N,N,N,N,162,70,92,629,5447,1317,240,19,163,495,1442,122,37,723,657,4.11,7,3,31
4/1/2014,2014,AL,KCA,Kansas City Royals,C,N,Y,Y,N,162,89,73,651,5545,1456,286,29,95,380,985,153,36,624,565,3.51,3,14,53
4/1/2014,2014,AL,LAA,Los Angeles Angels of Anaheim,W,Y,N,N,N,162,98,64,773,5652,1464,304,31,155,492,1266,81,39,630,590,3.58,3,13,46
4/1/2014,2014,NL,LAN,Los Angeles Dodgers,W,Y,N,N,N,162,94,68,718,5560,1476,302,38,134,519,1246,138,50,617,554,3.4,7,16,47
4/1/2014,2014,NL,MIA,Miami Marlins,E,N,N,N,N,162,77,85,645,5538,1399,254,36,122,501,1419,58,21,674,613,3.78,3,16,42
4/1/2014,2014,NL,MIL,Milwaukee Brewers,C,N,N,N,N,162,82,80,650,5462,1366,297,28,150,423,1197,102,43,657,594,3.67,3,9,45
4/1/2014,2014,AL,MIN,Minnesota Twins,C,N,N,N,N,162,70,92,715,5567,1412,316,27,128,544,1329,99,36,777,728,4.57,2,7,38
4/1/2014,2014,AL,NYA,New York Yankees,E,N,N,N,N,162,84,78,633,5497,1349,247,26,147,452,1133,112,26,664,605,3.75,5,10,48
4/1/2014,2014,NL,NYN,New York Mets,E,N,N,N,N,162,79,83,629,5472,1306,275,19,125,516,1264,101,34,618,568,3.49,1,11,42
4/1/2014,2014,AL,OAK,Oakland Athletics,W,N,Y,N,N,162,88,74,729,5545,1354,253,33,146,586,1104,83,20,572,524,3.22,7,13,31
4/1/2014,2014,NL,PHI,Philadelphia Phillies,E,N,N,N,N,162,73,89,619,5603,1356,251,27,125,443,1306,109,26,687,619,3.79,2,12,40
4/1/2014,2014,NL,PIT,Pittsburgh Pirates,C,N,Y,N,N,162,88,74,682,5536,1436,275,30,156,520,1244,104,47,631,562,3.47,2,7,48
4/1/2014,2014,NL,SDN,San Diego Padres,W,N,N,N,N,162,77,85,535,5294,1199,224,30,109,468,1294,91,34,577,523,3.27,4,10,41
4/1/2014,2014,AL,SEA,Seattle Mariners,W,N,N,N,N,162,87,75,634,5450,1328,247,32,136,396,1232,96,42,554,512,3.17,2,9,51
4/1/2014,2014,NL,SFN,San Francisco Giants,W,N,Y,Y,Y,162,88,74,665,5523,1407,257,42,132,427,1245,56,27,614,564,3.5,8,12,46
4/1/2014,2014,NL,SLN,St. Louis Cardinals,C,Y,N,N,N,162,90,72,619,5426,1371,275,21,105,471,1133,57,32,603,564,3.5,8,23,55
4/1/2014,2014,AL,TBA,Tampa Bay Rays,E,N,N,N,N,162,77,85,612,5516,1361,263,24,117,527,1124,63,27,625,579,3.56,3,22,37
4/1/2014,2014,AL,TEX,Texas Rangers,W,N,N,N,N,162,67,95,637,5460,1400,260,28,111,417,1162,105,59,773,711,4.49,6,17,33
4/1/2014,2014,AL,TOR,Toronto Blue Jays,E,N,N,N,N,162,83,79,723,5549,1435,282,24,177,502,1151,78,21,686,642,4,3,16,45
4/1/2014,2014,NL,WAS,Washington Nationals,E,Y,N,N,N,162,96,66,686,5542,1403,265,27,152,517,1304,101,23,555,495,3.03,5,19,45
4/1/2015,2015,AL,KCA,Kansas City Royals,C,Y,N,Y,Y,162,95,67,724,5575,1497,300,42,139,383,973,104,34,641,601,3.73,2,8,56
4/1/2015,2015,AL,MIN,Minnesota Twins,C,N,N,N,N,162,83,79,696,5467,1349,277,44,156,439,1264,70,38,700,653,4.07,2,12,45
4/1/2015,2015,AL,CLE,Cleveland Indians,C,N,N,N,N,161,81,80,669,5439,1395,303,29,141,533,1157,86,28,640,584,3.67,11,10,38
4/1/2015,2015,AL,CHA,Chicago White Sox,C,N,N,N,N,162,76,86,622,5533,1381,260,27,136,404,1231,68,42,701,643,3.98,7,9,37
4/1/2015,2015,AL,DET,Detroit Tigers,C,N,N,N,N,161,74,87,689,5605,1515,289,49,151,455,1259,83,51,803,746,4.64,7,12,35
4/1/2015,2015,AL,TOR,Toronto Blue Jays,E,Y,N,N,N,162,93,69,891,5509,1480,308,17,232,570,1151,88,23,670,609,3.8,7,10,34
4/1/2015,2015,AL,NYA,New York Yankees,E,N,Y,N,N,162,87,75,764,5567,1397,272,19,212,554,1227,63,25,698,652,4.03,3,4,48
4/1/2015,2015,AL,BAL,Baltimore Orioles,E,N,N,N,N,162,81,81,713,5485,1370,246,20,217,418,1331,44,25,693,646,4.05,0,10,43
4/1/2015,2015,AL,TBA,Tampa Bay Rays,E,N,N,N,N,162,80,82,644,5485,1383,278,32,167,436,1310,87,45,642,604,3.74,1,12,60
4/1/2015,2015,AL,BOS,Boston Red Sox,E,N,N,N,N,162,78,84,748,5640,1495,294,33,161,478,1148,71,27,753,694,4.31,3,10,40
4/1/2015,2015,AL,TEX,Texas Rangers,W,Y,N,N,N,162,88,74,751,5511,1419,279,32,172,503,1233,101,39,733,680,4.24,5,9,45
4/1/2015,2015,AL,HOU,Houston Astros,W,N,Y,N,N,162,86,76,729,5459,1363,278,26,230,486,1392,121,48,618,572,3.57,5,13,39
4/1/2015,2015,AL,LAA,Los Angeles Angels of Anaheim,W,N,N,N,N,162,85,77,661,5417,1331,243,21,176,435,1150,52,34,675,630,3.94,2,12,46
4/1/2015,2015,AL,SEA,Seattle Mariners,W,N,N,N,N,162,76,86,656,5544,1379,262,22,198,478,1336,69,45,726,677,4.16,6,12,45
4/1/2015,2015,AL,OAK,Oakland Athletics,W,N,N,N,N,162,68,94,694,5600,1405,277,46,146,475,1119,78,29,729,664,4.14,5,15,28
4/1/2015,2015,NL,SLN,St. Louis Cardinals,C,Y,N,N,N,162,100,62,647,5484,1386,288,39,137,506,1267,69,38,525,478,2.94,1,15,62
4/1/2015,2015,NL,PIT,Pittsburgh Pirates,C,N,Y,N,N,162,98,64,697,5631,1462,292,27,140,461,1322,98,45,596,532,3.21,0,13,54
4/1/2015,2015,NL,CHN,Chicago Cubs,C,N,Y,N,N,162,97,65,689,5491,1341,272,30,171,567,1518,95,37,608,546,3.36,6,21,48
4/1/2015,2015,NL,MIL,Milwaukee Brewers,C,N,N,N,N,162,68,94,655,5480,1378,274,34,145,412,1299,84,29,737,682,4.28,1,7,40
4/1/2015,2015,NL,CIN,Cincinnati Reds,C,N,N,N,N,162,64,98,640,5571,1382,257,27,167,496,1255,134,38,754,700,4.33,2,8,35
4/1/2015,2015,NL,NYN,New York Mets,E,Y,N,Y,N,162,90,72,683,5527,1351,295,17,177,488,1290,51,25,613,557,3.43,1,14,50
4/1/2015,2015,NL,WAS,Washington Nationals,E,N,N,N,N,162,83,79,703,5428,1363,265,13,177,539,1344,57,23,635,577,3.62,4,13,41
4/1/2015,2015,NL,MIA,Miami Marlins,E,N,N,N,N,162,71,91,613,5463,1420,236,40,120,375,1150,112,45,678,638,4.02,0,12,35
4/1/2015,2015,NL,ATL,Atlanta Braves,E,N,N,N,N,162,67,95,573,5420,1361,251,18,100,471,1107,69,33,760,698,4.41,3,10,44
4/1/2015,2015,NL,PHI,Philadelphia Phillies,E,N,N,N,N,162,63,99,626,5529,1374,272,37,130,387,1274,88,32,809,749,4.69,1,7,35
4/1/2015,2015,NL,LAN,Los Angeles Dodgers,W,Y,N,N,N,162,92,70,667,5385,1346,263,26,187,563,1258,59,34,595,553,3.44,6,21,47
4/1/2015,2015,NL,SFN,San Francisco Giants,W,N,N,N,N,162,84,78,696,5565,1486,288,39,136,457,1159,93,36,627,597,3.72,7,18,41
4/1/2015,2015,NL,ARI,Arizona Diamondbacks,W,N,N,N,N,162,79,83,720,5649,1494,289,48,154,490,1312,132,44,713,659,4.04,1,12,44
4/1/2015,2015,NL,SDN,San Diego Padres,W,N,N,N,N,162,74,88,650,5457,1324,260,36,148,426,1327,82,29,731,655,4.09,1,6,41
4/1/2015,2015,NL,COL,Colorado Rockies,W,N,N,N,N,162,68,94,737,5572,1479,274,49,186,388,1283,97,43,844,799,5.04,4,4,36
