Page,Date of Post,Post Copy,Link,Post Type,Hour of Post,Time of Day,Shares,Reactions,Likes,Comments
Spartan Race,10/3/2016,More happens in a Spartan second than in a normal week. #ShowYourSpartan,https://www.facebook.com/spartanrace/videos/10153771951256861/,video,0,Late Night,,148,137,0
Spartan Race,10/3/2016,"When Randy Moss,one of the greatest football players of all time, shows off his #SpartanTrifecta on …",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153771992896861/?type=3,photo,1,Late Night,747,5847,5440,173
Spartan Race,10/3/2016,"As the sun sets on another World Championship, we can't help but think about how many countless stor…",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153772180461861/?type=3,photo,3,Late Night,114,1191,1079,20
Spartan Race,10/3/2016,How many Spartans out there are feeling sore after an epic weekend in @tahoenorth? #SpartanRace #Med…,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153772724546861/?type=3,photo,10,Morning,7,992,963,15
Spartan Race,10/3/2016,"It is a brand new week Spartans. Time to Spartan up and bring awareness to breast cancer.
Tag three …",https://www.facebook.com/spartanrace/videos/10153772839206861/,video,11,Morning,59,583,527,56
Spartan Race,10/3/2016,Spartan races aren't easy and it's best to be prepared for the uneven terrain and rugged obstacles y…,https://www.facebook.com/spartanrace/videos/10153773354641861/,video,16,Evening,8,121,118,2
Spartan Race,10/3/2016,"Start the week off strong, and keep it going all week long. 

http://sprtn.im/Endurance-2016",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153773537231861/?type=3,photo,18,Evening,892,3149,2926,26
Spartan Race,10/3/2016,"AROO to all the racers, fans and volunteers that participated in the most epic race on the Spartan c…",https://www.facebook.com/spartanrace/photos/a.10153773535881861.1073742724.251061411860/10153773537306861/?type=3,photo,18,Evening,26,790,749,21
Spartan Race,10/3/2016,Zuzanka Kocumova and Hobie Call crowned 2016 Spartan World Champions.,http://sprtn.im/2dnfOLv,link,20,Evening,7,301,292,6
Spartan Race,10/3/2016,"Cold, mud, obstacles and snow could not stop the thousands of Spartans that raced, cheered and volun…",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153774101291861/?type=3,photo,22,Evening,32,907,865,18
Spartan Race,10/4/2016,"Spartans, join us every morning at 8 AM EST on Facebook with Spartan favorites Amie & Andrew for 30 …",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153774278151861/?type=3,photo,0,Late Night,51,419,394,22
Spartan Race,10/4/2016,Warriors on and off the course! #WHYIRACE #MondayMotivation,http://sprtn.im/2bxAyvL,link,2,Late Night,4,86,84,1
Spartan Race,10/4/2016,0,https://www.facebook.com/events/700394470108841/,event,3,Late Night,,41,39,2
Spartan Race,10/4/2016,We are only a few days into October and we have had many of you bust out burpees. Thank you for your…,https://www.facebook.com/spartanrace/videos/10153775180706861/,video,11,Morning,66,725,635,44
Spartan Race,10/4/2016,The terrain at the Dallas Beast and Sprint later this month will be both beautiful and an obstacle i…,https://www.facebook.com/spartanrace/videos/10153775401601861/,video,14,Afternoon,240,663,611,88
Spartan Race,10/4/2016,"AROO to all the racers, fans and volunteers that participated in the most epic race on the Spartan c…",https://www.facebook.com/spartanrace/photos/a.10153773535881861.1073742724.251061411860/10153775966826861/?type=3,photo,19,Evening,26,790,749,21
Spartan Race,10/4/2016,"Spartans, meet the incredible and inspiring Domi Zaffino. He was diagnosed with cancer at age three …",http://sprtn.im/2d9DfFm,link,20,Evening,29,694,609,5
Spartan Race,10/4/2016,"Dear Todd Orr, Bear Attack-Surviving Badass: Joe De Sena wants to let you know you always have a hom…",https://www.facebook.com/spartanrace/videos/10153776467151861/,video,23,Late Night,144,1194,1065,74
Spartan Race,10/5/2016,Good morning. Amie here with you. We are here to help bring awareness to Breast Cancer. Join our cau…,https://www.facebook.com/spartanrace/videos/10153777398106861/,video,11,Morning,20,272,223,12
Spartan Race,10/5/2016,"AROO to all the racers, fans and volunteers that participated in the most epic race on the Spartan c…",https://www.facebook.com/spartanrace/photos/a.10153777737136861.1073742725.251061411860/10153777740456861/?type=3,photo,15,Evening,11,380,362,7
Spartan Race,10/5/2016,Get off the couch and start your #SpartanTraining with our Couch to Spartan Sprint workout plan: htt…,https://www.facebook.com/spartanrace/photos/a.10153777925781861.1073742726.251061411860/10153777926336861/?type=3,photo,16,Evening,9,190,181,3
Spartan Race,10/5/2016,"Find your happiness within. #SpartanEndure 

http://sprtn.im/Endurance16",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153777960876861/?type=3,photo,17,Evening,76,447,422,1
Spartan Race,10/5/2016,"Why do you race? #WHYIRACE #SpartanRace

http://sprtn.im/WHYIRACE_2016",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153778177401861/?type=3,photo,19,Evening,97,526,495,11
Spartan Race,10/5/2016,Beat the holidays and start your New Year's Resoution today. Use code FALL30 to save 30% on your 201…,https://www.facebook.com/spartanrace/videos/10153778392706861/,video,21,Evening,29,223,216,24
Spartan Race,10/5/2016,"Spartan Race exists to change your life. After such a powerful weekend, we know you have some great …",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153778648171861/?type=3,photo,23,Late Night,6,211,205,10
Spartan Race,10/5/2016,MEME TIME: What's Spartan founder Joe De Sena thinking? The comment with the most likes by 10pm EST …,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153778697466861/?type=3,photo,23,Late Night,12,245,231,524
Spartan Race,10/6/2016,"An adjustable nosepiece, exceptionally light frames and form fitting designs ensure these sunglasses…",http://bit.ly/2dKW2HB,link,1,Late Night,11,81,81,2
Spartan Race,10/6/2016,"Spartans, have you purchased your #burpees4boobs shirts? Help the cause. http://sprtn.im/BurpeesForB…",https://www.facebook.com/spartanrace/videos/10153779785931861/,video,12,Afternoon,22,292,274,30
Spartan Race,10/6/2016,It just might get emotional...,http://sprtn.im/2b4o95k,link,14,Afternoon,64,421,392,16
Spartan Race,10/6/2016,"Spartans, join us every morning at 8 AM EST on Facebook with Spartan favorites Amie & Andrew for 30 …",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153780365851861/?type=3,photo,17,Evening,9,319,297,3
Spartan Race,10/6/2016,"#TBT from the 2016 Asheville Super, where Spartans transformed into ants. #SpartanRace",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153780367451861/?type=3,photo,17,Evening,50,854,787,21
Spartan Race,10/6/2016,"Only two Beasts left for 2016. Have you signed up yet? If not, take advantage of the offer from our …",http://bit.ly/2cVr2rB,link,20,Evening,1,75,75,7
Spartan Race,10/6/2016,Want it? Come get it. #SpartanRace,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153780958916861/?type=3,photo,21,Evening,47,1336,1266,58
Spartan Race,10/6/2016,#TBT That time Randy Moss Spartaned the f*&$ UP! #WHYIRACE #SpartanRace,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153781003176861/?type=3,photo,22,Evening,38,971,937,11
Spartan Race,10/7/2016,In order to be the best and to top the podium Spartan elite athletes must focus on both training and…,https://www.facebook.com/spartanrace/videos/10153781402916861/,video,1,Late Night,32,364,351,5
Spartan Race,10/7/2016,435 pounds of reason to strive to become the best you. Follow @mikeyswoosh1 and congratulate him on …,https://www.facebook.com/spartanrace/videos/10153781471696861/,video,1,Late Night,2080,9243,8097,1597
Spartan Race,10/7/2016,The Beast and Sprint are coming to Marseille this weekend. Good luck to all the Spartans racing. ARO…,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153782397471861/?type=3,photo,12,Afternoon,13,552,533,5
Spartan Race,10/7/2016,Join Spartan Amie & Andrew every morning at 8am EST in support of breast cancer awareness. Get your …,https://www.facebook.com/spartanrace/videos/10153782399811861/,video,12,Afternoon,27,363,316,29
Spartan Race,10/7/2016,The 2016 Spartan Race World Championship in North Lake Tahoe was an epic battle of elite Spartan for…,https://www.facebook.com/spartanrace/videos/10153790376706861/,video,16,Evening,10,112,105,2
Spartan Race,10/7/2016,Why do you race Seattle Spartans? Tell us in the comments below. #SpartanRace #WHYIRACE,http://sprtn.im/2dqiEOK,link,16,Evening,2,82,82,13
Spartan Race,10/7/2016,In order to be the best and to top the podium Spartan elite athletes must focus on both training and…,https://www.facebook.com/spartanrace/videos/10153783042136861/,video,18,Evening,18,342,335,4
Spartan Race,10/7/2016,"Spartans, get ready to do some serious connecting with nature, while making sure you take a moment t…",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153783118401861/?type=3,photo,19,Evening,77,445,425,25
Spartan Race,10/7/2016,"We never have trouble finding enough mud or the most beautiful backwoods for a race, but nothing com…",https://www.facebook.com/spartanrace/videos/10153783540596861/,video,21,Evening,116,681,640,48
Spartan Race,10/7/2016,How will you know that change is real? You'll feel it around your neck. Meet the 2017 finisher medal…,https://www.facebook.com/spartanrace/videos/10153783551941861/,video,22,Evening,177,831,743,81
Spartan Race,10/8/2016,"What are you all waiting for?!?! Let's
Go to CUBA!!!",https://www.facebook.com/events/195680094176404/,event,1,Late Night,,136,121,14
Spartan Race,10/8/2016,0,https://www.facebook.com/events/313416285682523/,event,2,Late Night,,17,16,0
Spartan Race,10/8/2016,We are a week into October and going strong. Stay motivated and stay driven. I am handing the torch …,https://www.facebook.com/spartanrace/videos/10153784884891861/,video,12,Afternoon,12,208,191,7
Spartan Race,10/8/2016,The Elites fire off the starting line and straight into the mines at the 2016 Pittsburgh #SpartanRac…,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153785162611861/?type=3,photo,14,Afternoon,28,1064,1028,15
Spartan Race,10/8/2016,Each course has its own personality and Pittsburgh has a helluva lot of personality. Racing through …,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153785361026861/?type=3,photo,15,Evening,107,1313,1217,84
Spartan Race,10/8/2016,"Congrats to today's winners of the Pittsburgh #SpartanRace Sprint:

WOMEN'S WINNERS

1. Leigh Walker…",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153785771566861/?type=3,photo,19,Evening,8,552,533,6
Spartan Race,10/9/2016,"After finishing the race, they started their life together. Give an ""AROO!"" to this happy #SpartanCo…",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153786462276861/?type=3,photo,0,Late Night,83,6722,5898,129
Spartan Race,10/9/2016,"The action returns Oct. 11... 

spartan.com",https://www.facebook.com/spartanrace/videos/10153786657026861/,video,3,Late Night,64,439,417,6
Spartan Race,10/9/2016,"Tag three friends to complete 30 burpees for breast cancer awareness. Keep the movement going, visit…",https://www.facebook.com/spartanrace/videos/10153787411161861/,video,12,Afternoon,59,451,398,43
Spartan Race,10/9/2016,Not surprised he's a Spartan! Anyone know him - he's earned an annual pass from us! #Repost @therock…,https://www.facebook.com/spartanrace/videos/10153788521366861/,video,20,Evening,66,1589,1456,24
Spartan Race,10/10/2016,Today's burpees will focus on using your obliques. Tag three friends to complete 30 burpees for brea…,https://www.facebook.com/spartanrace/videos/10153790037641861/,video,12,Afternoon,42,319,294,43
Spartan Race,10/10/2016,0,https://www.facebook.com/spartanrace/photos/a.10150560594891861.372646.251061411860/10153790094601861/?type=3,photo,12,Afternoon,18,222,220,6
Spartan Race,10/10/2016,Did you run the Wintergreen Spartan race this year? Tell us why you raced in the comments below. #WH…,http://sprtn.im/2dERti1,link,14,Afternoon,36,295,281,79
Spartan Race,10/10/2016,You can now shop Spartan straight from Facebook - check out http://facebook.com/spartanrace/shop for…,,status,15,Evening,4,37,36,0
Spartan Race,10/10/2016,2015 #SpartanRace World Champion Robert Killian @robert_killian puts the spotlight on his fellow ser…,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153790585896861/?type=3,photo,16,Evening,2,201,185,2
Spartan Race,10/10/2016,Don't let the scenic backdrop distract you from the every varying course at the Oberndorf/Tirol Aust…,https://www.facebook.com/spartanrace/videos/10153790609206861/,video,17,Evening,24,237,222,5
Spartan Race,10/10/2016,We are creating a mass fitness movement across the globe that will be FREE to join and led by Sparta…,https://www.facebook.com/events/190305138057759/,event,19,Evening,,71,71,7
Spartan Race,10/10/2016,"2017 is on the horizon. New medals, new races - same mission.

What are you waiting for? http://sprt…",https://www.facebook.com/spartanrace/videos/10153790943361861/,video,19,Evening,249,1259,1148,61
Spartan Race,10/11/2016,Amongst sky scraping peaks Spartans gather for the culmination of the Spartan US Championship Series…,https://www.facebook.com/spartanrace/videos/10153791474231861/,video,0,Late Night,83,349,333,16
Spartan Race,10/11/2016,Here's a quick exercise to increase your hip mobility which can be especially important following a …,https://www.facebook.com/spartanrace/videos/10153791779121861/,video,3,Late Night,31,138,135,4
Spartan Race,10/11/2016,We are doubling up on your obliques today. Be sure to check in tomorrow as we put these burpees into…,https://www.facebook.com/spartanrace/videos/10153792496581861/,video,12,Afternoon,41,328,291,26
Spartan Race,10/11/2016,Will the log carry determine who comes in first for the male Spartan elites? #SpartanOnNBC #SpartanR…,https://www.facebook.com/spartanrace/videos/10153792770376861/,video,14,Afternoon,37,287,271,8
Spartan Race,10/11/2016,"Spartan's greatest athletes convened in North Lake Tahoe to determine who was the best of the best ,…",https://www.facebook.com/spartanrace/videos/10153793056791861/,video,16,Evening,131,727,687,22
Spartan Race,10/11/2016,Get off the couch and start your #SpartanTraining with our Couch to Spartan Sprint workout plan: htt…,https://www.facebook.com/spartanrace/photos/a.10153793111381861.1073742728.251061411860/10153793117566861/?type=3,photo,17,Evening,13,212,209,5
Spartan Race,10/11/2016,"""One year has passed. Started my first Spartan race on my birthday last year as a gift and from then…",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153793162941861/?type=3,photo,17,Evening,11,1229,1150,24
Spartan Race,10/11/2016,"Tune in tonight for the final chapter in the Spartan US Championship Series hosted in Breckenridge, …",https://www.facebook.com/spartanrace/videos/10153793381241861/,video,20,Evening,133,569,542,26
Spartan Race,10/11/2016,"The power of a team is limitless. #BeTheStorm  #SpartanEndure 

http://sprtn.im/Endurance16",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153793675211861/?type=3,photo,22,Evening,49,458,435,6
Spartan Race,10/12/2016,Worth it. #WHYIRACE #SpartanRace,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153793894296861/?type=3,photo,0,Late Night,15,1051,1003,10
Spartan Race,10/12/2016,"Four races down, one to go. Tune in tonight at 10 PM EST on NBC Sports  for the final race in the Sp…",https://www.facebook.com/spartanrace/videos/10153793895716861/,video,0,Late Night,54,390,366,13
Spartan Race,10/12/2016,Spider crawl burpees! Tag three friends to complete the 30 burpees for breast cancer awareness. Keep…,https://www.facebook.com/spartanrace/videos/10153795170241861/,video,12,Afternoon,69,373,337,49
Spartan Race,10/12/2016,"Every racer has a story, what's yours? #WHYIRACE http://sprtn.im/WHYIRACE_2016",https://www.facebook.com/spartanrace/photos/a.10150560594891861.372646.251061411860/10153601740941861/?type=3,photo,13,Afternoon,63,604,560,24
Spartan Race,10/12/2016,"Spartans are FINALLY receiving their own holiday, known forever as #WorldBurpeeDay. To celebrate, we…",https://www.facebook.com/spartanrace/videos/10153795551741861/,video,15,Evening,234,607,530,80
Spartan Race,10/12/2016,#WorldBurpeeDay,https://www.facebook.com/ascentprotein/videos/360012160998176/,video,17,Evening,,500,484,19
Spartan Race,10/12/2016,Spartans had no trouble finding enough mud and connecting with nature at the Pittsburgh Spartan Race…,https://www.facebook.com/spartanrace/photos/a.10153796055536861.1073742730.251061411860/10153796057261861/?type=3,photo,19,Evening,32,510,493,20
Spartan Race,10/12/2016,NBC Sports Spartan Race Host David Magida goes LIVE to recap last night's episode and provide a worl…,https://www.facebook.com/spartanrace/videos/10153796191581861/,video,20,Evening,11,197,181,61
Spartan Race,10/13/2016,"Spartans, join us every morning at 8 AM EST on Facebook with Spartan favorites Amie & Andrew for 30 …",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153796603971861/?type=3,photo,0,Late Night,7,361,347,6
Spartan Race,10/13/2016,Pull-up burpees! Tag three friends to complete the 30 burpees for breast cancer awareness. Keep the …,https://www.facebook.com/spartanrace/videos/10153797910491861/,video,12,Afternoon,68,415,378,53
Spartan Race,10/13/2016,"""Because I didn't think I could..."" #WHYIRACE #SpartanRace 

http://sprtn.im/WHYIRACE2016",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153798208181861/?type=3,photo,14,Afternoon,20,605,560,10
Spartan Race,10/13/2016,"Spartan Race lands in Rio de Janeiro, Brasil. Join us on October 23 to show yourself what you are ca…",https://www.facebook.com/spartanrace/videos/10153798524561861/,video,17,Evening,24,213,197,7
Spartan Race,10/13/2016,"#TBT to the 2016 Spartan Race World Championship, this year's champions and their fresh, new TomTom …",https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153798994141861/?type=3,photo,20,Evening,6,454,429,10
Spartan Race,10/13/2016,"Spartan Pro, Robert Killian recounts the Breckenridge Spartan Race and the final few moments that ul…",https://www.facebook.com/spartanrace/videos/10153799222171861/,video,22,Evening,10,162,158,1
Spartan Race,10/14/2016,"How to conquer the A-Frame Cargo Net. Two lanes and two options for success. #SpartanRace 

For more…",https://www.facebook.com/spartanrace/videos/10153799508936861/,video,0,Late Night,44,336,320,25
Spartan Race,10/14/2016,The Spartan Revolution Workout returns. Thousands of Spartans across the globe will be working out t…,http://sprtn.im/2dardzn,link,1,Late Night,24,280,268,14
Spartan Race,10/14/2016,Facts and fun...w/ swing burpees! Tag three friends to complete ANY 30 burpees for breast cancer awa…,https://www.facebook.com/spartanrace/videos/10153801141616861/,video,12,Afternoon,34,281,258,27
Spartan Race,10/14/2016,Get off the couch and start your #SpartanTraining with our Couch to Spartan Sprint workout plan: htt…,https://www.facebook.com/spartanrace/photos/a.10153801657626861.1073742731.251061411860/10153801657986861/?type=3,photo,15,Evening,11,198,190,5
Spartan Race,10/14/2016,The Spartan Revolution Workout returns. Thousands of Spartans across the globe will be working out t…,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153801916381861/?type=3,photo,17,Evening,33,664,631,13
Spartan Race,10/14/2016,Your #SpartanTrifecta: never leave home without it.,https://www.facebook.com/spartanrace/photos/a.10150616692721861.380805.251061411860/10153802033791861/?type=3,photo,18,Evening,49,2246,2110,29
Spartan Race,10/14/2016,"We need to be role models to the next generation. But sometimes, they show us how to live by example…",https://www.facebook.com/10205136538030240/videos/10210415519761484,video,20,Evening,,2689,2222,67
Spartan Race,10/14/2016,"Get ahead of the holidays, get ahead of 2017. Start training for the 2017 Spartan Race calendar toda…",https://www.facebook.com/spartanrace/photos/a.10150560594891861.372646.251061411860/10153802570531861/?type=3,photo,21,Evening,31,343,323,18
Spartan Race,10/14/2016,South Florida Hurricane Heat,https://www.facebook.com/spartanrace/videos/10153802631561861/,video,22,Evening,56,712,657,77
Spartan Race,10/15/2016,#spartandad burpees! No excuses! Tag three friends to complete 30 burpees for breast cancer awarenes…,https://www.facebook.com/spartanrace/videos/10153804294276861/,video,12,Afternoon,25,331,273,34
Spartan Race,10/15/2016,"Revolution 2.0 Workout
The Compound
Macon, GA
http://sprtn.im/BurpeesForBoobs",https://www.facebook.com/spartanrace/videos/10153804677301861/,video,13,Afternoon,20,327,280,32
Spartan Race,10/15/2016,"Spartan Revolution Workout 2.0 at UFC Edgewater, NJ with Coach ARAGON!!!",https://www.facebook.com/spartanrace/videos/10153804721171861/,video,14,Afternoon,34,395,360,32
Spartan Race,10/15/2016,Join the mass fitness movement across the globe as Spartans come together to participate in the Spar…,https://www.facebook.com/spartanrace/videos/10153804826671861/,video,14,Afternoon,36,388,334,46
Spartan Race,10/15/2016,"Less than one month until Spartans descend on one of the most iconic  stadiums in the US, Fenway Par…",https://www.facebook.com/spartanrace/videos/10153804867306861/,video,15,Evening,85,356,334,26
Spartan Race,10/15/2016,"Dead or asleep? For AGOGE III competitors in China, there's little difference. Stay tuned for scenes…",https://www.facebook.com/spartanrace/videos/10153805075981861/,video,16,Evening,1,70,62,6
